"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,EWS Boys,"EWS
GIRLS OU","TUITION
FEE",AFFILIATED
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,17608,17608,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48262,48262,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,8134,10044,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,62150,95038,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,104711,111755,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MMT,METALLURGY AND MATERIAL ENGINEERING,69803,69803,160000,JNTUH
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,65439,65439,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,102189,102189,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,108460,110558,45000,MGUN
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ANE,AERONAUTICAL ENGINEERING,83293,106803,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CIV,CIVIL ENGINEERING,56374,113310,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,36294,36294,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",46488,46488,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71930,90565,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,108237,108237,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,48418,48418,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,57959,116764,70000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,102393,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",0,76221,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,118295,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,122929,55000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,ANE,AERONAUTICAL ENGINEERING,93828,93828,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23715,26125,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),20106,20106,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,15140,16404,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,24057,26583,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",19742,21415,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43486,44733,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59172,69655,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,26262,26492,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,58409,113806,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,30448,30452,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,ANE,AERONAUTICAL ENGINEERING,87671,88838,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),26068,27526,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),23840,26473,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,19918,19918,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",25205,25463,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),34291,34658,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45113,46313,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102460,104514,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,INF,INFORMATION TECHNOLOGY,29798,30429,110000,JNTUH
MLRD,"MALLA REDDY COLLEGE OF ENGG TECHNOLOGY
(AUTONOMOUS)",MYSAMMAGUDA,MDL,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,118251,118251,110000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CIV,CIVIL ENGINEERING,111634,111634,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),33604,36428,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),32266,35507,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,22720,22720,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,34331,37158,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",30952,31699,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52541,53061,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,71567,89333,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,INF,INFORMATION TECHNOLOGY,30480,30480,100000,JNTUH
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND
MANAGEMENT (AUTONOMOUS)",DUNDIGAL,MDL,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,44867,111835,100000,JNTUH
MLTM,MALLA REDDY INSTITUTE OF TECHNOLOGY,MAISAMMAGUDA,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,43281,43281,65000,JNTUH
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,SRD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,65417,76330,60000,JNTUH
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SANGAREDDY,SRD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104619,104619,60000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,CIV,CIVIL ENGINEERING,113033,113033,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,104617,104617,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",110225,110225,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72766,120427,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,118420,118420,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,124801,124801,75000,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,MIN,MINING ENGINEERING,111096,111096,75000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,47960,48530,80000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44445,44445,80000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,30095,31229,80000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",44025,44025,80000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56164,56164,80000,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUDA,MDL,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,41883,41883,80000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),0,28732,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),0,25471,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,21608,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",0,23614,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),0,40799,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,43788,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,112346,95000,JNTUH
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN
(AUTONOMOUS)",MAISAMMAGUDA,MDL,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,0,34524,95000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,21478,21582,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,114855,114855,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23666,24710,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),21007,21324,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,14403,14403,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",18569,20465,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),26645,28619,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40406,40792,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,80364,104411,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,20493,20493,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,96786,96786,115000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,2002,MIN,MINING ENGINEERING,116287,116287,115000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,58323,95897,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),49266,53309,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),41691,45240,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,30226,32818,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",49307,51532,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),46983,56174,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,59916,59916,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50729,87581,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,INF,INFORMATION TECHNOLOGY,46732,46881,70000,JNTUH
MREM,"MALLA REDDY ENGINEERING COLLEGE AND
MANAGEMENT SCIENCES",MEDCHAL,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,97831,103611,70000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),39711,41539,70000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,36643,36984,70000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",44510,44510,70000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,60110,60110,70000,JNTUH
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",MAISAMMAGUDA,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,43482,44268,70000,JNTUH
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,0,40723,70000,JNTUH
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,87714,70000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),50835,56377,80000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),47789,55651,80000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,38914,38914,80000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",51646,55565,80000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69795,73895,80000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,44333,46641,80000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,37975,38192,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,36529,36529,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,76443,113005,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,24316,24316,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,CSG,COMPUTER SCIENCE & DESIGN,52309,54140,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",27234,28266,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,59258,59258,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,110797,110797,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,36795,37351,100000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,93145,115170,100000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,70143,84668,80000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,76913,76913,80000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",63952,95708,80000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117675,117675,80000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,84250,84250,80000,JNTUH
