"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,BC_A Boys,BC_A Girls,"TUITION
FEE",AFFILIATED,LINKS
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,34359,54974,60000,JNTUH,https://tseamcet.nic.in/default.aspx
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",78257,83058,60000,JNTUH,https://tseamcet.nic.in/default.aspx
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108609,108609,60000,JNTUH,https://tseamcet.nic.in/default.aspx
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93677,108123,60000,JNTUH,https://tseamcet.nic.in/default.aspx
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,75524,93070,60000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,97735,108732,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),55395,55395,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,40745,42711,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",70199,101743,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),109728,114848,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,103422,118180,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117087,117087,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,63665,93083,110000,JNTUH,https://tseamcet.nic.in/default.aspx
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,99383,111188,110000,JNTUH,https://tseamcet.nic.in/default.aspx
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,96710,113173,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AITH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,94399,94399,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AITH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,107715,109225,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AITH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117547,117547,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AITH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,116054,116123,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AITH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,125725,125725,65000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AKIT
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,77209,103784,65000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AKIT
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,111766,111766,65000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AKIT
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,124933,124933,65000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AKIT
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,77201,77201,65000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AKIT
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,68290,93230,90000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ANRK
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,79091,88409,90000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ANRK
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,103331,103851,90000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ANRK
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,35840,110535,90000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ANRK
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,113651,113651,90000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ANRK
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,108771,108771,67000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ARJN
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,98538,100158,67000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ARJN
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",98839,107424,67000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ARJN
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117211,117211,67000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ARJN
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115003,115255,67000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ARJN
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,108037,108037,60000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ASRA
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,61789,62856,60000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ASRA
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",109486,116560,60000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ASRA
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117899,117899,60000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=ASRA
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,CSE,COMPUTER SCIENCE AND ENGINEERING,62392,79674,45000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURG
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,98799,105613,45000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURG
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,100161,116765,45000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURG
AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CIV,CIVIL ENGINEERING,115558,115558,83000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURP
AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,82999,94112,83000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURP
AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",116131,116131,83000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURP
AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117202,117202,83000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURP
AURP,AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114550,114550,83000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AURP
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),106080,106080,70000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVIH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,95285,95443,70000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVIH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",105402,105402,70000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVIH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,109468,116782,70000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVIH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,107864,107864,70000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVIH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,121854,124724,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),118174,118174,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),94063,98909,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,64569,72587,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",85940,116580,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101578,103071,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,124606,124606,92000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=AVNI
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,114575,124187,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),96434,98686,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),84362,117834,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,83970,85623,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",104463,111551,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,106441,114960,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,125487,125487,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,107032,109619,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,80078,117979,89000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BIET
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,111225,111225,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,85020,89179,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",99037,99741,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),102424,111519,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),105496,105496,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,115974,115974,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100429,102953,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BITN
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CIV,CIVIL ENGINEERING,118414,118414,63000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOMA
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,94952,113519,63000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOMA
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",108132,108132,63000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOMA
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,122184,122184,63000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOMA
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115602,117504,63000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOMA
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,95895,102374,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,62546,62546,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72129,92402,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,104037,107528,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,81162,105848,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MIN,MINING ENGINEERING,96043,117461,95000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BOSE
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,0,25793,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BREW
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,0,78812,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BREW
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,110708,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BREW
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,0,41684,75000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BREW
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,117453,117453,72000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIG
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),95466,106397,72000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIG
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,103270,114450,72000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIG
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),114418,114418,72000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIG
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,116816,116816,72000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIG
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118214,123744,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),103218,108842,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,104004,110022,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",117120,117120,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),104520,116614,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,117329,117329,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117547,117547,68000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BRIL
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,116510,116510,50000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BSKR
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,90763,90763,50000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BSKR
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",107369,111804,50000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BSKR
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,116573,116573,50000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BSKR
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,21218,25802,135000,JNTUH,https://tseamcet.nic.in/institute_details.aspx?iCode=BVRI
